ID,Region,Annee,Saison,Temperature_C,Precipitations_mm,Humidite_pct,Amplitude_Thermique_C,Couverture_Forestiere_pct,Biodiversite_Shannon,Eau_Stagnante,Densite_Faune,Densite_Population,Urbanisation,Acces_Soins,Deforestation_pct,Fragmentation_Habitat,Cas_Humains,Prevalence_Animale_pct,Reservoirs_Animaux,Transmission,Agents_Sante_1000,Capacite_Laboratoire,Risque,Type_Ecosysteme,Groupe_Climatique
ECO_05075,REG_0136,2018,Printemps,18.8,836,43,25.0,23.9,2.26,0,4,268,2,5,25.1,6,315,19.8,3,3,3.5,5,Faible,Savane / Zone Agricole,Subtropical
ECO_05076,REG_0028,2022,Automne,17.5,394,65,5.4,45.0,1.59,0,3,329,6,4,9.9,2,220,4.2,3,8,1.62,3,Faible,Savane / Zone Agricole,Tempéré
ECO_05077,REG_0066,2020,Automne,37.0,2872,62,2.0,40.1,1.4,1,3,202,6,6,31.2,3,110,7.1,3,5,2.64,6,Faible,Forêt Secondaire,Tropical
ECO_05078,REG_0094,2017,Printemps,9.1,846,80,24.2,53.0,1.57,1,5,1,6,2,23.2,8,170,9.9,3,3,4.94,3,Élevé,Forêt Secondaire,Tempéré
ECO_05079,REG_0078,2011,Hiver,25.7,908,49,3.2,21.2,0.96,0,7,385,5,4,17.5,4,80,7.2,2,4,1.01,4,Modéré,Savane / Zone Agricole,Tropical
ECO_05080,REG_0107,2020,Hiver,31.1,720,61,8.8,19.9,0.96,1,3,147,5,6,7.7,5,260,2.4,3,4,0.1,4,Faible,Savane / Zone Agricole,Tropical
ECO_05081,REG_0047,2019,Été,27.1,1006,52,2.6,49.8,1.35,0,5,401,2,8,13.9,5,225,5.7,5,4,2.16,5,Faible,Forêt Secondaire,Tropical
ECO_05082,REG_0134,2013,Hiver,19.3,627,83,8.3,32.6,3.58,0,2,42,2,7,20.9,3,190,11.1,2,7,1.68,4,Faible,Forêt Secondaire,Subtropical
ECO_05083,REG_0047,2020,Printemps,20.3,1050,60,4.2,59.5,3.18,0,7,17,3,4,28.7,4,370,5.9,3,4,2.66,2,Élevé,Forêt Dense,Subtropical
ECO_05084,REG_0049,2014,Printemps,22.4,287,60,15.7,33.9,2.73,1,2,145,4,6,5.6,4,130,12.6,4,3,2.6,1,Faible,Savane / Zone Agricole,Subtropical
ECO_05085,REG_0106,2019,Hiver,-4.9,214,58,20.3,11.8,2.45,0,5,197,6,6,6.3,3,310,12.6,3,6,3.49,2,Faible,Savane / Zone Agricole,Tempéré
ECO_05086,REG_0146,2016,Hiver,31.6,1260,80,11.5,23.9,3.15,0,8,131,3,2,21.9,5,290,10.5,3,5,2.63,4,Faible,Savane / Zone Agricole,Tropical
ECO_05087,REG_0035,2012,Hiver,22.6,557,59,10.6,44.3,1.73,1,3,71,2,4,3.2,8,130,0.3,5,6,9.74,5,Faible,Forêt Secondaire,Subtropical
ECO_05088,REG_0108,2014,Automne,34.4,510,87,9.1,28.4,2.79,0,3,179,8,6,22.2,4,185,16.7,1,7,0.47,5,Modéré,Savane / Zone Agricole,Tropical
ECO_05089,REG_0052,2020,Hiver,17.9,2271,76,5.2,29.1,1.47,0,9,239,5,3,1.6,4,225,16.8,4,4,1.72,7,Modéré,Savane / Zone Agricole,Tempéré
ECO_05090,REG_0129,2013,Automne,21.6,267,87,10.2,2.5,2.9,1,8,39,2,5,11.0,5,280,7.5,2,9,1.74,4,Modéré,Savane / Zone Agricole,Subtropical
ECO_05091,REG_0089,2014,Hiver,23.6,833,70,7.4,57.9,0.95,0,6,413,3,7,14.0,5,410,3.8,4,4,1.89,4,Faible,Forêt Secondaire,Subtropical
ECO_05092,REG_0037,2017,Printemps,17.6,1194,66,6.1,50.8,0.99,0,4,119,2,3,45.0,6,260,6.7,4,5,0.48,5,Faible,Forêt Dense,Tempéré
ECO_05093,REG_0095,2020,Printemps,23.3,313,79,2.0,36.8,0.94,1,5,43,4,6,29.3,8,305,5.8,1,4,0.3,3,Faible,Savane / Zone Agricole,Subtropical
ECO_05094,REG_0075,2018,Hiver,15.0,501,91,13.7,21.6,1.83,0,3,342,6,4,5.1,6,95,8.9,3,5,1.55,2,Faible,Savane / Zone Agricole,Tempéré
ECO_05095,REG_0137,2013,Été,12.2,157,33,2.9,41.8,2.7,0,6,666,5,5,28.6,6,305,5.5,5,5,0.54,4,Modéré,Savane / Zone Agricole,Tempéré
ECO_05096,REG_0024,2012,Été,3.5,116,47,6.8,28.2,1.27,0,6,118,6,5,9.5,2,125,3.7,3,4,1.33,4,Faible,Savane / Zone Agricole,Tempéré
ECO_05097,REG_0061,2018,Été,25.5,504,67,4.3,31.4,1.7,0,4,1053,3,4,18.6,6,140,3.9,2,5,2.1,6,Modéré,Forêt Secondaire,Tropical
ECO_05098,REG_0037,2015,Printemps,23.2,1540,48,7.0,45.2,3.84,1,4,310,4,4,5.4,3,325,13.4,3,4,0.5,4,Élevé,Forêt Secondaire,Subtropical
ECO_05099,REG_0060,2023,Été,28.3,366,76,3.9,36.6,3.01,0,4,139,2,3,12.5,10,275,13.5,1,9,1.3,4,Modéré,Savane / Zone Agricole,Tropical
ECO_05100,REG_0091,2022,Été,39.2,723,90,5.2,30.3,2.94,1,4,68,5,7,5.5,4,145,6.1,4,4,5.76,5,Faible,Forêt Secondaire,Tropical
ECO_05101,REG_0096,2021,Hiver,23.3,1447,82,13.2,45.5,2.56,0,4,163,8,5,32.9,5,335,0.8,0,3,2.22,3,Faible,Forêt Secondaire,Subtropical
ECO_05102,REG_0116,2020,Automne,21.9,575,61,11.5,22.6,1.39,0,6,183,3,5,4.9,5,235,9.0,3,5,0.62,7,Faible,Savane / Zone Agricole,Subtropical
ECO_05103,REG_0082,2020,Printemps,17.1,848,90,9.9,15.0,2.36,0,10,130,3,4,9.5,3,140,7.0,4,4,2.64,2,Faible,Savane / Zone Agricole,Tempéré
ECO_05104,REG_0004,2013,Hiver,3.5,780,65,9.4,57.3,1.88,0,5,151,2,4,9.7,3,225,9.9,1,5,1.77,5,Faible,Forêt Secondaire,Tempéré
ECO_05105,REG_0066,2022,Été,40.0,608,66,25.0,28.9,2.12,1,4,224,4,4,16.2,4,310,9.7,4,8,1.68,5,Modéré,Savane / Zone Agricole,Tropical
ECO_05106,REG_0020,2017,Hiver,9.8,259,79,16.9,32.5,2.62,1,5,588,4,4,4.6,5,100,3.6,2,3,2.34,9,Faible,Savane / Zone Agricole,Tempéré
ECO_05107,REG_0145,2018,Printemps,37.7,703,61,6.1,55.8,2.89,0,5,149,2,7,12.3,4,160,2.4,2,3,0.38,3,Faible,Forêt Secondaire,Tropical
ECO_05108,REG_0083,2021,Printemps,25.2,2123,47,12.7,45.2,0.88,0,5,507,3,5,17.0,7,255,13.4,5,3,0.99,3,Modéré,Forêt Secondaire,Tropical
ECO_05109,REG_0054,2014,Automne,32.7,841,41,3.1,58.0,2.16,0,1,153,4,2,5.6,4,190,3.2,0,4,0.97,4,Faible,Forêt Secondaire,Tropical
ECO_05110,REG_0084,2017,Automne,15.9,634,66,21.8,34.6,1.72,0,9,117,1,5,10.9,4,255,5.1,5,5,5.21,3,Faible,Forêt Secondaire,Tempéré
ECO_05111,REG_0131,2017,Automne,18.2,207,71,4.2,10.9,0.53,0,6,85,2,7,2.4,5,145,1.8,2,7,4.0,4,Faible,Savane / Zone Agricole,Subtropical
ECO_05112,REG_0115,2010,Hiver,22.9,405,45,8.4,7.6,2.03,0,2,584,2,4,7.4,8,80,11.1,4,2,1.84,4,Faible,Savane / Zone Agricole,Subtropical
ECO_05113,REG_0118,2010,Été,40.0,807,66,14.1,34.8,1.07,1,4,40,1,5,38.4,8,35,7.7,3,4,1.94,2,Faible,Forêt Secondaire,Tropical
ECO_05114,REG_0008,2022,Printemps,21.1,655,68,5.4,50.1,1.26,0,4,374,5,6,7.4,4,500,6.0,1,5,1.83,5,Faible,Forêt Secondaire,Subtropical
ECO_05115,REG_0069,2012,Été,10.7,1293,73,2.7,14.9,3.67,0,5,182,6,2,24.6,4,140,8.0,2,5,3.45,7,Élevé,Savane / Zone Agricole,Tempéré
ECO_05116,REG_0122,2010,Été,16.1,351,85,22.8,61.5,2.38,1,6,679,3,2,21.3,4,185,11.1,1,3,4.47,7,Modéré,Savane / Zone Agricole,Tempéré
ECO_05117,REG_0082,2012,Été,14.2,1322,53,3.4,47.7,2.37,0,6,430,4,2,41.6,4,345,8.2,4,3,0.73,5,Faible,Forêt Secondaire,Tempéré
ECO_05118,REG_0022,2020,Printemps,24.8,299,59,7.6,8.2,1.19,0,4,53,3,9,14.0,7,265,10.3,2,6,0.39,4,Faible,Savane / Zone Agricole,Subtropical
ECO_05119,REG_0103,2019,Automne,31.3,230,77,3.2,20.7,3.2,0,7,238,6,4,12.3,3,110,17.8,4,2,3.29,3,Faible,Savane / Zone Agricole,Tropical
ECO_05120,REG_0082,2016,Printemps,20.6,684,66,7.4,20.8,0.66,1,3,115,3,5,53.6,6,445,6.7,7,5,3.57,3,Faible,Savane / Zone Agricole,Subtropical
ECO_05121,REG_0062,2014,Printemps,24.2,50,62,16.3,43.6,2.29,0,1,614,1,10,2.4,5,120,7.2,9,9,0.72,7,Faible,Savane / Zone Agricole,Subtropical
ECO_05122,REG_0015,2016,Automne,24.6,560,84,12.2,19.7,0.82,0,7,221,4,5,24.6,7,190,13.1,2,5,1.42,6,Faible,Savane / Zone Agricole,Subtropical
ECO_05123,REG_0096,2019,Hiver,30.6,160,67,4.0,42.0,2.06,1,4,263,3,6,38.5,9,120,1.6,1,6,4.29,3,Faible,Savane / Zone Agricole,Tropical
ECO_05124,REG_0138,2018,Automne,8.5,111,95,4.1,39.1,1.85,0,6,107,4,4,12.6,5,190,2.7,8,2,0.94,3,Faible,Savane / Zone Agricole,Tempéré
ECO_05125,REG_0002,2014,Été,40.0,1184,59,9.6,54.1,1.78,0,6,262,3,6,13.0,4,165,1.1,5,3,1.43,7,Faible,Forêt Dense,Tropical
ECO_05126,REG_0105,2015,Été,-0.0,1408,73,7.3,29.5,1.29,1,4,787,2,7,16.7,6,160,15.0,2,5,2.87,10,Modéré,Savane / Zone Agricole,Tempéré
ECO_05127,REG_0136,2021,Été,27.2,832,68,9.5,58.7,2.71,1,1,63,4,3,14.0,10,180,17.8,3,5,0.58,5,Modéré,Forêt Secondaire,Tropical
ECO_05128,REG_0032,2018,Été,26.8,655,44,12.3,61.8,4.0,0,6,504,4,7,5.6,5,265,8.4,5,6,1.73,9,Modéré,Forêt Secondaire,Tropical
ECO_05129,REG_0010,2024,Automne,39.4,3000,93,10.2,25.3,2.83,1,8,94,2,6,2.5,4,55,10.7,4,5,5.43,8,Modéré,Savane / Zone Agricole,Tropical
ECO_05130,REG_0081,2015,Hiver,9.7,305,78,2.0,8.1,0.61,0,3,291,4,6,4.8,6,430,8.4,7,3,6.05,9,Faible,Savane / Zone Agricole,Tempéré
ECO_05131,REG_0078,2010,Printemps,33.3,198,74,11.6,82.7,0.76,0,4,114,2,4,13.6,5,440,9.2,4,4,0.43,3,Faible,Savane / Zone Agricole,Tropical
ECO_05132,REG_0002,2015,Été,13.6,129,53,11.9,13.6,2.1,0,7,294,3,8,13.9,2,90,11.9,2,4,5.85,10,Faible,Savane / Zone Agricole,Tempéré
ECO_05133,REG_0034,2012,Printemps,17.1,731,65,3.1,55.6,2.95,1,7,162,8,5,16.9,6,140,7.5,2,6,0.57,3,Modéré,Forêt Secondaire,Tempéré
ECO_05134,REG_0032,2016,Automne,14.8,50,64,12.1,30.2,1.36,1,4,85,5,1,12.9,6,415,5.3,3,4,3.16,7,Faible,Savane / Zone Agricole,Tempéré
ECO_05135,REG_0131,2015,Hiver,28.5,2495,66,14.8,22.1,0.9,0,8,371,3,9,22.6,3,135,9.2,3,3,3.55,6,Faible,Savane / Zone Agricole,Tropical
ECO_05136,REG_0143,2017,Printemps,24.9,679,64,12.6,17.7,2.57,1,5,697,3,5,13.7,4,160,11.8,3,3,1.36,6,Faible,Savane / Zone Agricole,Subtropical
ECO_05137,REG_0014,2022,Printemps,18.1,3000,64,7.7,34.5,4.0,1,5,138,4,4,22.7,6,150,11.4,2,5,1.15,8,Modéré,Forêt Secondaire,Subtropical
ECO_05138,REG_0004,2011,Hiver,30.9,692,78,7.6,58.3,2.66,0,4,700,3,4,14.4,7,145,12.9,1,5,1.8,4,Modéré,Forêt Secondaire,Tropical
ECO_05139,REG_0089,2011,Printemps,19.2,1264,77,11.1,33.6,1.54,0,9,42,3,4,4.2,5,175,1.6,1,8,2.97,10,Faible,Forêt Secondaire,Subtropical
ECO_05140,REG_0099,2016,Printemps,37.9,548,57,2.3,19.6,1.65,1,7,598,4,5,6.6,6,290,15.4,3,3,1.97,6,Modéré,Savane / Zone Agricole,Tropical
ECO_05141,REG_0035,2015,Automne,26.2,671,47,3.8,43.2,1.39,0,4,231,6,8,10.1,5,120,6.2,2,3,0.73,3,Modéré,Forêt Secondaire,Tropical
ECO_05142,REG_0057,2022,Été,7.6,1060,78,10.5,60.9,4.0,1,2,145,4,7,7.6,5,245,2.0,3,5,2.19,8,Faible,Forêt Dense,Tempéré
ECO_05143,REG_0068,2023,Automne,24.2,917,67,13.2,21.4,1.1,0,10,95,1,5,15.7,2,335,8.5,2,2,4.37,5,Faible,Savane / Zone Agricole,Subtropical
ECO_05144,REG_0123,2024,Automne,30.4,783,58,2.4,35.7,1.29,0,5,502,2,3,2.6,5,205,7.1,3,4,1.8,6,Faible,Forêt Secondaire,Tropical
ECO_05145,REG_0126,2012,Printemps,36.1,1339,76,6.7,19.4,2.8,1,6,490,6,4,5.5,4,155,6.3,2,5,4.13,3,Modéré,Savane / Zone Agricole,Tropical
ECO_05146,REG_0101,2011,Automne,32.2,1345,74,2.1,28.6,1.39,1,4,369,6,7,22.7,4,165,4.2,5,10,0.19,6,Modéré,Savane / Zone Agricole,Tropical
ECO_05147,REG_0002,2018,Hiver,13.3,744,91,13.5,37.6,4.0,0,2,120,4,5,20.9,5,245,5.4,3,3,1.61,7,Faible,Forêt Secondaire,Tempéré
ECO_05148,REG_0078,2020,Été,34.0,2606,68,7.2,9.3,3.61,0,5,82,3,3,13.4,6,355,12.8,2,9,1.81,3,Faible,Savane / Zone Agricole,Tropical
ECO_05149,REG_0125,2013,Été,16.9,1325,80,5.8,21.0,1.5,0,4,119,4,4,4.7,3,295,6.7,3,7,2.73,5,Faible,Savane / Zone Agricole,Tempéré
ECO_05150,REG_0074,2021,Hiver,6.2,1107,71,16.2,37.6,2.3,1,7,154,4,3,31.6,7,215,4.4,9,4,2.92,7,Modéré,Forêt Secondaire,Tempéré
ECO_05151,REG_0037,2016,Hiver,17.0,912,56,3.2,3.9,1.93,0,4,56,7,3,21.0,3,140,3.8,3,5,1.85,8,Faible,Savane / Zone Agricole,Tempéré
ECO_05152,REG_0075,2019,Hiver,34.1,672,51,10.8,23.1,2.78,0,3,92,2,6,12.6,3,275,1.1,1,3,1.49,4,Faible,Savane / Zone Agricole,Tropical
ECO_05153,REG_0041,2023,Été,17.3,985,68,8.2,42.5,1.88,0,6,200,4,2,27.2,6,335,11.2,3,2,2.39,5,Faible,Forêt Secondaire,Tempéré
ECO_05154,REG_0091,2016,Été,37.0,1113,46,14.1,20.8,2.17,0,5,520,5,6,15.2,5,350,2.2,1,7,2.7,5,Faible,Savane / Zone Agricole,Tropical
ECO_05155,REG_0061,2020,Printemps,23.2,207,38,25.0,11.5,2.36,1,4,258,3,4,9.0,3,420,11.7,5,10,8.83,3,Faible,Savane / Zone Agricole,Subtropical
ECO_05156,REG_0033,2014,Été,37.8,221,80,11.9,71.3,1.09,1,7,380,7,3,9.6,6,145,4.5,6,4,5.33,7,Modéré,Savane / Zone Agricole,Tropical
ECO_05157,REG_0097,2013,Hiver,29.1,254,65,25.0,34.2,1.79,0,5,266,2,3,3.2,7,90,5.3,1,6,3.46,1,Faible,Savane / Zone Agricole,Tropical
ECO_05158,REG_0119,2016,Printemps,15.0,935,46,6.6,20.5,1.16,1,9,1052,3,3,16.6,4,500,15.9,2,4,0.97,4,Faible,Savane / Zone Agricole,Tempéré
ECO_05159,REG_0118,2013,Automne,-2.2,239,58,4.9,56.5,1.93,0,4,436,5,2,9.5,6,275,8.2,5,7,2.49,7,Modéré,Savane / Zone Agricole,Tempéré
ECO_05160,REG_0048,2018,Automne,27.7,340,57,15.8,10.1,2.97,0,7,45,5,5,24.6,8,165,21.1,1,9,2.06,6,Modéré,Savane / Zone Agricole,Tropical
ECO_05161,REG_0079,2022,Été,31.4,2521,78,6.5,31.5,0.98,0,6,16,3,2,10.5,10,165,10.2,4,5,3.59,4,Modéré,Forêt Secondaire,Tropical
ECO_05162,REG_0032,2016,Été,20.6,469,68,16.2,60.8,1.23,1,4,78,2,5,9.8,6,380,23.6,1,5,3.92,4,Faible,Savane / Zone Agricole,Subtropical
ECO_05163,REG_0139,2013,Hiver,27.1,1157,56,10.2,18.0,1.29,1,6,35,4,7,9.4,4,170,9.3,3,4,3.01,3,Faible,Savane / Zone Agricole,Tropical
ECO_05164,REG_0037,2022,Été,8.4,1211,66,10.4,39.2,1.45,0,10,86,4,5,31.4,3,105,20.5,4,3,1.55,10,Modéré,Forêt Secondaire,Tempéré
ECO_05165,REG_0056,2011,Printemps,9.9,746,61,3.5,12.9,2.49,0,3,77,4,3,36.4,3,305,5.2,4,3,3.01,4,Faible,Savane / Zone Agricole,Tempéré
ECO_05166,REG_0072,2020,Été,25.5,727,55,3.1,8.7,4.0,0,6,116,4,3,15.3,6,345,17.5,2,3,3.46,4,Faible,Savane / Zone Agricole,Tropical
ECO_05167,REG_0138,2014,Été,17.0,160,39,6.0,72.7,1.17,1,8,428,1,7,28.1,5,90,6.4,3,7,2.65,4,Modéré,Savane / Zone Agricole,Tempéré
ECO_05168,REG_0102,2014,Hiver,18.8,1151,56,2.0,38.3,1.81,0,2,32,2,7,1.8,3,120,5.5,4,4,4.0,5,Faible,Forêt Secondaire,Subtropical
ECO_05169,REG_0108,2017,Automne,16.8,933,43,14.6,20.5,1.87,1,4,4,5,5,13.3,5,100,6.4,0,7,1.52,6,Faible,Savane / Zone Agricole,Tempéré
ECO_05170,REG_0078,2017,Été,28.5,1258,73,8.0,4.6,3.03,0,3,79,2,6,39.5,6,195,0.1,5,10,4.09,5,Modéré,Savane / Zone Agricole,Tropical
ECO_05171,REG_0090,2018,Été,31.7,131,80,25.0,36.1,1.85,0,3,27,6,6,29.8,4,305,8.8,2,4,5.48,5,Faible,Savane / Zone Agricole,Tropical
ECO_05172,REG_0033,2010,Automne,18.6,120,70,5.5,11.8,1.3,1,6,85,4,3,14.6,6,115,15.4,3,6,2.14,4,Modéré,Savane / Zone Agricole,Subtropical
ECO_05173,REG_0125,2011,Printemps,6.2,337,43,2.0,29.8,3.51,1,5,162,4,3,15.2,7,145,1.4,2,5,2.25,4,Faible,Savane / Zone Agricole,Tempéré
ECO_05174,REG_0099,2010,Été,17.7,1855,69,23.0,25.1,2.55,1,3,344,2,3,13.3,5,365,9.7,5,6,5.35,6,Faible,Savane / Zone Agricole,Tempéré
ECO_05175,REG_0014,2013,Automne,25.1,999,69,6.8,21.0,2.65,1,5,186,1,9,8.9,4,180,10.1,0,5,1.84,7,Faible,Savane / Zone Agricole,Tropical
ECO_05176,REG_0129,2017,Été,13.2,855,76,10.7,1.7,1.09,1,8,744,2,2,3.1,3,260,9.6,5,4,3.96,4,Modéré,Savane / Zone Agricole,Tempéré
ECO_05177,REG_0108,2011,Été,16.7,263,70,2.0,21.0,0.85,1,4,277,9,5,10.7,5,200,6.0,2,4,2.33,4,Faible,Savane / Zone Agricole,Tempéré
ECO_05178,REG_0125,2024,Été,33.1,777,46,12.6,33.1,1.31,1,4,465,4,6,11.0,3,325,2.2,3,2,5.57,8,Modéré,Forêt Secondaire,Tropical
ECO_05179,REG_0132,2016,Hiver,18.1,822,62,5.5,60.5,2.32,0,2,897,4,5,15.1,4,185,9.5,5,5,0.98,5,Faible,Forêt Secondaire,Subtropical
ECO_05180,REG_0113,2014,Été,-2.4,1067,63,7.2,30.2,2.28,0,8,71,2,8,13.8,3,365,13.6,1,5,10.0,5,Faible,Forêt Secondaire,Tempéré
ECO_05181,REG_0070,2023,Printemps,26.4,756,69,7.6,32.8,1.26,0,5,825,3,5,35.2,9,95,4.3,3,6,0.69,6,Faible,Forêt Secondaire,Tropical
ECO_05182,REG_0121,2012,Automne,19.1,777,71,5.2,34.6,0.72,0,4,407,4,4,5.4,6,180,6.6,2,3,0.63,5,Faible,Forêt Secondaire,Subtropical
ECO_05183,REG_0122,2010,Hiver,31.9,159,62,19.1,38.8,1.91,0,3,303,7,7,25.4,2,265,1.4,6,3,2.53,5,Faible,Savane / Zone Agricole,Tropical
ECO_05184,REG_0072,2011,Été,13.5,633,41,3.9,13.6,0.71,0,6,834,5,7,34.2,9,120,2.9,1,8,3.86,4,Modéré,Savane / Zone Agricole,Tempéré
ECO_05185,REG_0096,2011,Hiver,17.0,542,68,5.5,15.8,1.2,0,3,138,4,4,6.9,5,245,3.9,3,5,6.37,2,Faible,Savane / Zone Agricole,Tempéré
ECO_05186,REG_0095,2021,Automne,23.0,2822,54,6.3,28.7,1.87,0,7,789,3,3,29.5,7,150,4.9,4,4,0.34,7,Modéré,Savane / Zone Agricole,Subtropical
ECO_05187,REG_0060,2014,Hiver,8.7,97,75,4.5,76.0,1.08,0,4,37,4,7,18.3,10,225,3.4,2,5,0.58,5,Modéré,Savane / Zone Agricole,Tempéré
ECO_05188,REG_0051,2016,Été,23.6,217,77,5.9,9.2,0.7,0,7,115,4,4,21.4,3,330,19.7,3,6,4.79,8,Faible,Savane / Zone Agricole,Subtropical
ECO_05189,REG_0109,2014,Printemps,40.0,672,47,2.8,43.5,2.39,1,4,1030,6,3,9.4,3,365,4.1,1,3,3.87,5,Faible,Forêt Secondaire,Tropical
ECO_05190,REG_0091,2021,Hiver,12.5,274,84,2.0,31.4,2.63,0,6,131,3,4,27.5,6,110,17.3,3,8,3.33,5,Modéré,Savane / Zone Agricole,Tempéré
ECO_05191,REG_0028,2017,Été,9.7,910,62,3.6,29.2,2.08,1,4,201,5,4,23.4,4,245,2.0,2,6,4.89,4,Faible,Savane / Zone Agricole,Tempéré
ECO_05192,REG_0038,2015,Hiver,29.1,1290,68,5.0,34.3,2.46,1,5,27,5,4,7.4,5,155,9.9,0,10,1.29,3,Faible,Forêt Secondaire,Tropical
ECO_05193,REG_0136,2018,Automne,13.8,171,45,3.9,50.8,1.66,0,9,39,4,3,5.6,1,150,17.6,2,3,2.11,6,Faible,Savane / Zone Agricole,Tempéré
ECO_05194,REG_0063,2019,Été,16.2,267,74,10.5,52.2,1.42,1,5,433,3,3,26.2,6,340,13.0,2,6,0.58,1,Modéré,Savane / Zone Agricole,Tempéré
ECO_05195,REG_0004,2016,Été,20.4,1603,66,2.1,55.0,2.27,0,5,208,4,4,5.8,4,290,7.6,3,4,3.25,5,Faible,Forêt Dense,Subtropical
ECO_05196,REG_0035,2022,Hiver,27.2,502,70,3.7,33.5,0.7,0,6,177,4,4,11.2,7,170,11.5,0,10,0.54,3,Faible,Forêt Secondaire,Tropical
ECO_05197,REG_0030,2024,Hiver,31.3,484,41,5.8,42.7,2.5,0,6,17,6,8,17.5,5,260,17.3,4,4,2.17,5,Faible,Savane / Zone Agricole,Tropical
ECO_05198,REG_0016,2014,Été,39.1,1056,61,2.0,24.4,0.77,0,3,225,3,6,9.4,6,255,10.6,1,3,2.82,2,Faible,Savane / Zone Agricole,Tropical
ECO_05199,REG_0040,2018,Hiver,-5.0,702,59,18.1,45.8,2.73,0,4,280,5,3,7.5,6,340,13.3,4,6,3.43,4,Faible,Forêt Secondaire,Tempéré
ECO_05200,REG_0057,2010,Été,-5.0,823,89,25.0,74.2,3.25,0,3,709,4,4,30.7,6,250,9.1,0,7,2.31,9,Modéré,Forêt Secondaire,Tempéré
ECO_05201,REG_0017,2021,Hiver,18.9,862,63,6.6,70.6,1.06,0,5,869,6,5,35.6,5,280,8.8,1,3,2.15,6,Faible,Forêt Secondaire,Subtropical
ECO_05202,REG_0081,2010,Automne,6.2,247,76,4.8,24.8,0.88,1,6,180,2,4,22.8,4,265,17.4,0,7,7.07,1,Modéré,Savane / Zone Agricole,Tempéré
ECO_05203,REG_0020,2016,Automne,9.5,761,76,9.6,46.6,1.2,1,5,212,6,6,1.5,3,235,2.1,2,3,3.84,8,Faible,Forêt Secondaire,Tempéré
ECO_05204,REG_0069,2020,Automne,8.4,1378,69,6.4,51.0,2.58,1,4,157,2,2,22.9,4,40,6.1,3,7,2.13,5,Modéré,Forêt Dense,Tempéré
ECO_05205,REG_0034,2019,Été,8.1,255,60,2.1,30.4,2.6,0,5,30,6,3,12.5,5,100,7.4,2,7,0.71,3,Faible,Savane / Zone Agricole,Tempéré
ECO_05206,REG_0003,2010,Printemps,10.6,231,41,6.3,52.0,2.2,0,4,215,3,7,12.1,4,150,6.3,2,10,1.63,5,Faible,Savane / Zone Agricole,Tempéré
ECO_05207,REG_0080,2017,Automne,36.8,221,58,11.1,34.8,1.76,0,3,407,3,4,28.7,8,500,15.9,5,2,2.14,5,Faible,Savane / Zone Agricole,Tropical
ECO_05208,REG_0028,2012,Hiver,-3.1,1634,85,12.6,54.8,2.15,1,7,182,6,3,7.4,3,110,9.7,4,7,6.13,1,Modéré,Forêt Dense,Tempéré
ECO_05209,REG_0105,2010,Hiver,10.7,965,95,24.9,42.3,0.62,0,6,53,2,2,21.2,6,190,5.9,3,3,1.2,5,Modéré,Forêt Secondaire,Tempéré
ECO_05210,REG_0085,2014,Printemps,37.8,1327,88,8.3,49.3,1.13,1,6,62,5,5,20.3,10,240,5.1,2,8,2.95,9,Modéré,Forêt Secondaire,Tropical
ECO_05211,REG_0105,2012,Printemps,31.6,605,53,11.9,15.2,0.98,0,6,282,6,5,22.1,6,205,5.9,2,3,3.17,6,Faible,Savane / Zone Agricole,Tropical
ECO_05212,REG_0119,2021,Automne,40.0,351,68,8.0,42.6,1.45,1,5,175,4,6,12.7,3,135,8.8,7,5,2.05,7,Faible,Savane / Zone Agricole,Tropical
ECO_05213,REG_0091,2022,Hiver,16.7,939,50,17.7,57.0,2.81,0,6,381,2,5,33.7,4,135,16.1,2,6,2.95,5,Faible,Forêt Secondaire,Tempéré
ECO_05214,REG_0143,2013,Été,28.3,64,66,13.0,27.3,2.92,0,2,240,4,2,1.5,6,295,2.7,2,5,1.97,3,Faible,Savane / Zone Agricole,Tropical
ECO_05215,REG_0028,2024,Printemps,27.2,1056,49,8.2,18.0,0.6,1,5,119,2,3,5.4,2,190,18.9,5,6,2.28,5,Modéré,Savane / Zone Agricole,Tropical
ECO_05216,REG_0056,2021,Hiver,1.4,2307,54,9.2,38.7,0.95,0,3,316,1,2,43.6,6,140,7.4,1,2,3.2,8,Faible,Forêt Secondaire,Tempéré
ECO_05217,REG_0041,2014,Hiver,5.6,100,47,6.6,34.5,0.81,0,4,31,4,8,7.2,8,320,2.3,6,2,2.97,5,Faible,Savane / Zone Agricole,Tempéré
ECO_05218,REG_0147,2015,Printemps,2.5,711,63,6.0,45.8,1.13,0,1,353,4,9,40.8,3,365,3.5,4,3,2.79,5,Faible,Forêt Secondaire,Tempéré
ECO_05219,REG_0101,2010,Printemps,20.2,298,49,3.7,22.6,2.95,0,6,340,9,4,2.6,3,155,13.0,2,3,0.94,6,Faible,Savane / Zone Agricole,Subtropical
ECO_05220,REG_0086,2012,Printemps,11.9,980,52,20.2,46.4,1.25,0,7,261,2,3,10.4,7,110,4.9,4,6,6.1,10,Faible,Forêt Secondaire,Tempéré
ECO_05221,REG_0138,2022,Hiver,24.2,1163,46,2.2,8.8,3.0,1,5,184,3,4,21.7,3,320,5.2,1,5,1.85,5,Faible,Savane / Zone Agricole,Subtropical
